'RieszEuclidean.OrthProjection.gap_iff_rangeIso' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integratedUnitary_norm_sq' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integrable_unitaryCorrelation_kernel' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integratedKernelSymbol' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integrable_kernel_character' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integrable_fourier_gram_kernel' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.fourier_gram_factor' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integral_fourier_gram' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integratedUnitary_spectral_norm_sq' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integratedKernelSymbol_eq_fourierInv' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integrable_integratedKernelSymbol_sq' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.adjointKernel' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integrable_adjointKernel' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.unitary_inner_neg' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integratedUnitary_adjoint_pairing' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integratedUnitaryCLM_adjoint' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.adjointKernel_involutive' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integratedKernelSymbol_adjoint' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integratedKernelConvolution' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integrable_integratedKernelConvolution' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integrable_unitary_convolution_kernel' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integratedUnitary_convolution' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integratedUnitaryCLM_convolution' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integratedKernelSymbol_convolution' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.exists_unit_sequence_scalar_approximants' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.norm_integratedUnitary_le_symbol' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.norm_integratedUnitaryCLM_le_symbol' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integratedKernelSymbol_sub' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integratedUnitaryCLM_eq_of_symbol_eq' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.spectralMeasure_set_le' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.spectralMeasure_univ' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.spectralMeasure_set_le_norm' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.spectralMeasure_null_of_tendsto' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.spectralControlWeight' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.tsum_spectralControlWeight' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.spectralControlWeight_ne_zero' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.spectralControlMeasure' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.spectralControlMeasure_probability' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.spectralControlMeasure_null_seq' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.spectralMeasure_absolutelyContinuous_control' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.exists_spectralControlMeasure' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.fejerWeight' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.fejerWeight_nonneg' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.fejerWeight_le_one' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.fejerWeight_zero' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.fejerWeight_neg' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.continuous_fejerWeight' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.fejerWeight_eq_zero_of_coordinate' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.isCompact_euclideanBox' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.fejerWeight_eq_zero_outside' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.hasCompactSupport_fejerWeight' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.tendsto_fejerWeight' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integrable_fejerWeight' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integrable_fejerWeight_smul' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.tendsto_integral_fejerWeight_smul' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.tendsto_integral_norm_fejerWeight_smul_sub' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.mem_euclideanBox_iff_coordinates' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.euclideanBox_inter_translate_eq' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.overlap_interval_length' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.volume_euclideanBox_inter_translate' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.volume_real_euclideanBox_inter_translate' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.fejerWeight_eq_normalized_overlap' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.translatedExceptionalMass' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.goodParameters' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.measurable_translatedExceptionalMass' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.translatedExceptionalMass_ae_zero' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.measurableSet_goodParameters' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.volume_compl_goodParameters' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.frontier_goodParameters' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.mem_goodParameters_frontier' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.exists_clm_of_strong_limit' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.exists_clm_of_pointwise_cauchy' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.strong_limit_apply_tendsto' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.strong_limit_comp' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.strong_limit_idempotent' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.strong_limit_isSelfAdjoint' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.exists_projection_of_cauchy_contractions' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integrable_sq_norm_fullL2' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integral_sq_norm_fullL2' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.inverseFourier_sq_norm' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.fejerKernel' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.inverseFourier_box_indicator' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.fejerKernel_eq_box_integral' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.fejerKernel_nonneg' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.fejerKernel_integrable_integral' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.boxNorm_smul' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.smul_euclideanBox_one' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.box_exponential_integral_scale' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.fejerKernel_scale' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.fejerKernel_integral_closedBall_scale' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.tendsto_fejerKernel_tail' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.smoothedIndicator' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integrable_smoothedIndicator' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.smoothedIndicator_mem_Icc' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.exists_indicator_constant_ball' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.abs_smoothedIndicator_sub_le_tail' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.tendsto_smoothedIndicator' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.fejerCutoff' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integrable_fejerCutoff_integrand' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.fejerCutoff_mem_Icc' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.tendsto_fejerCutoff' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.continuous_fejerKernel' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.measurable_fejerCutoff' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integrable_box_indicator' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.box_indicator_autocorrelation' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.fejerWeight_eq_box_autocorrelation' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integratedKernelSymbol_fejerWeight' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.fourier_domain_indicator' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.fourier_modulated_fejerWeight' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.smoothedIndicator_eq_domain_integral' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integrable_fejerWeight_domainKernel' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integratedKernelSymbol_fejerWeight_domainKernel' depends on axioms: [propext,
 Classical.choice,
 Quot.sound]
'RieszEuclidean.integratedUnitary_spectral_difference_sq' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integratedUnitary_cauchy_of_symbol_tendsto' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.strong_limit_spectral_norm_sq' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.exists_integratedUnitary_limit_spectral_norm' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integratedUnitary_idempotence_defect_tendsto' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.exists_spectral_cutoff_of_symbol_tendsto' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.strong_limit_spectral_difference_sq' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.domainKernel_eq_fourier' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.continuous_domainKernel' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.norm_domainKernel_le' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.domainKernel_neg' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.finiteFilterKernel' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integrable_finiteFilterKernel' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.adjointKernel_finiteFilterKernel' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.finiteFilter' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.finiteFilter_isSelfAdjoint' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integratedKernelSymbol_finiteFilterKernel' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integratedKernelSymbol_finiteFilterKernel_eq_fejerCutoff' depends on axioms: [propext,
 Classical.choice,
 Quot.sound]
'RieszEuclidean.norm_finiteFilter_le' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.bumpKernel' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.bump_active_unique' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.bumpKernel_support_subsingleton' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.summable_bumpKernel' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.bumpKernel_eq_single' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.norm_bumpKernel_le' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.bumpKernel_eq_zero_of_two_mul_lt' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.bumpKernel_hermitian' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.bumpKernel_translate' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.cutoffSymbol' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.cutoffSymbol_idempotent' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.fejerCutoff_ae_tendsto_of_goodParameter' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.finiteFilterKernel_ae_symbol_tendsto' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.exists_stationary_cutoff' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integral_cutoffSymbol_sq' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.stationary_cutoff_difference_sq' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.exists_stationary_cutoff_family' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.bumpKernel_eq_single_right' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integrable_bump_cross' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integral_bump_cross' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.bumpKernel_product_eq_cross' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.bumpKernel_eq_zero_of_no_active' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integrable_bumpKernel_product' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.integral_bumpKernel_product' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.bumpKernel_locally_finite_sum' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.continuous_bumpKernel' depends on axioms: [propext, Classical.choice, Quot.sound]
'RieszEuclidean.continuous_bumpKernel_of_hasCompactSupport' depends on axioms: [propext, Classical.choice, Quot.sound]
Checked 434 transitive axiom reports; standard Lean axioms only.
